SITE,DATE,EffTP,EffQ
ROGERS,2012-06-25,0.22,10.1
ROGERS,2012-06-26,0.27,10.2
ROGERS,2012-06-27,0.31,9.6
ROGERS,2012-06-28,0.30,10.1
ROGERS,2012-06-29,NA,9.8
ROGERS,2012-06-30,NA,9.7
ROGERS,2012-07-01,0.36,9.9
ROGERS,2012-07-02,0.33,10.0
ROGERS,2012-07-03,NA,8.4
ROGERS,2012-07-04,0.32,7.6
ROGERS,2012-07-05,0.36,7.8
ROGERS,2012-07-06,NA,7.8
ROGERS,2012-07-07,NA,8.9
ROGERS,2012-07-08,0.34,7.9
ROGERS,2012-07-09,0.38,8.5
ROGERS,2012-07-10,0.34,9.1
ROGERS,2012-07-11,0.36,8.0
ROGERS,2012-07-12,0.30,9.2
ROGERS,2012-07-13,NA,8.3
ROGERS,2012-07-14,NA,8.9
ROGERS,2012-07-15,0.34,9.3
ROGERS,2012-07-16,0.31,9.8
ROGERS,2012-07-17,0.28,10.0
ROGERS,2012-07-18,0.34,9.3
ROGERS,2012-07-19,0.34,9.7
ROGERS,2012-07-20,NA,8.0
ROGERS,2012-07-21,NA,8.3
ROGERS,2012-07-22,0.46,8.7
ROGERS,2012-07-23,0.40,8.6
ROGERS,2012-07-24,0.35,8.8
ROGERS,2012-07-25,0.30,8.6
ROGERS,2012-07-26,0.27,9.5
ROGERS,2012-07-27,NA,9.6
ROGERS,2012-07-28,NA,8.8
ROGERS,2012-07-29,0.23,8.7
ROGERS,2012-07-30,0.25,9.5
ROGERS,2012-07-31,0.24,9.3
ROGERS,2012-08-01,0.24,9.2
ROGERS,2012-08-02,0.26,8.9
ROGERS,2012-08-03,NA,9.3
ROGERS,2012-08-04,NA,8.3
ROGERS,2012-08-05,0.35,8.4
ROGERS,2012-08-06,0.31,9.1
ROGERS,2012-08-07,0.24,9.3
ROGERS,2012-08-08,0.28,8.5
ROGERS,2012-08-09,0.24,8.8
ROGERS,2012-08-10,NA,8.1
ROGERS,2012-08-11,NA,7.9
ROGERS,2012-08-12,0.23,9.1
ROGERS,2012-08-13,0.21,9.4
ROGERS,2012-08-14,0.21,8.9
ROGERS,2012-08-15,0.22,9.5
ROGERS,2012-08-16,0.23,9.4
ROGERS,2012-08-17,NA,9.6
ROGERS,2012-08-18,NA,10.0
ROGERS,2012-08-19,0.18,8.6
ROGERS,2012-08-20,0.17,9.2
ROGERS,2012-08-21,0.16,8.5
ROGERS,2012-08-22,0.19,8.7
ROGERS,2012-08-23,0.18,9.0
ROGERS,2012-08-24,NA,9.1
ROGERS,2012-08-25,NA,9.1
ROGERS,2012-08-26,0.20,11.1
ROGERS,2012-08-27,0.19,13.6
ROGERS,2012-08-28,0.11,13.8
ROGERS,2012-08-29,0.12,10.3
ROGERS,2012-08-30,0.14,11.0
ROGERS,2012-08-31,NA,12.8
ROGERS,2012-09-01,NA,12.5
ROGERS,2012-09-02,NA,10.1
ROGERS,2012-09-03,0.26,9.2
ROGERS,2012-09-04,0.22,10.6
ROGERS,2012-09-05,0.21,10.1
ROGERS,2012-09-06,0.28,8.9
ROGERS,2012-09-07,NA,11.7
ROGERS,2012-09-08,NA,11.3
ROGERS,2012-09-09,0.22,9.4
ROGERS,2012-09-10,0.24,8.8
ROGERS,2012-09-11,0.27,10.4
ROGERS,2012-09-12,0.21,8.7
ROGERS,2012-09-13,0.36,10.9
ROGERS,2012-09-14,NA,12.5
ROGERS,2012-09-15,NA,15.0
ROGERS,2012-09-16,0.12,14.1
ROGERS,2012-09-17,0.24,12.3
ROGERS,2012-09-18,0.23,10.2
ROGERS,2012-09-19,0.25,10.0
ROGERS,2012-09-20,0.27,10.2
ROGERS,2012-09-21,NA,9.9
ROGERS,2012-09-22,NA,9.3
ROGERS,2012-09-23,0.39,9.3
ROGERS,2012-09-24,0.22,9.8
ROGERS,2012-09-25,0.40,10.2
ROGERS,2012-09-26,0.44,9.0
ROGERS,2012-09-27,0.50,9.7
ROGERS,2012-09-28,NA,9.1
ROGERS,2012-09-29,NA,9.0
ROGERS,2012-09-30,0.58,9.1
ROGERS,2012-10-01,0.52,9.5
ROGERS,2012-10-02,0.42,8.8
ROGERS,2012-10-03,0.27,9.2
ROGERS,2012-10-04,0.09,9.3
ROGERS,2012-10-05,NA,9.3
ROGERS,2012-10-06,NA,9.0
ROGERS,2012-10-07,0.19,8.2
ROGERS,2012-10-08,0.25,9.1
ROGERS,2012-10-09,0.50,9.5
ROGERS,2012-10-10,0.31,8.7
ROGERS,2012-10-11,0.27,9.6
ROGERS,2012-10-12,NA,14.9
ROGERS,2012-10-13,NA,14.8
ROGERS,2012-10-14,0.20,13.8
ROGERS,2012-10-15,0.20,12.7
ROGERS,2012-10-16,0.21,10.9
ROGERS,2012-10-17,0.21,10.9
ROGERS,2012-10-18,0.23,10.7
ROGERS,2012-10-19,NA,10.0
ROGERS,2012-10-20,NA,10.0
ROGERS,2012-10-21,0.24,10.2
ROGERS,2012-10-22,0.32,10.7
ROGERS,2012-10-23,0.36,10.6
ROGERS,2012-10-24,0.48,10.7
ROGERS,2012-10-25,0.50,10.6
ROGERS,2012-10-26,NA,9.4
ROGERS,2012-10-27,NA,8.4
ROGERS,2012-10-28,0.34,8.3
ROGERS,2012-10-29,0.48,8.4
ROGERS,2012-10-30,0.32,9.2
ROGERS,2012-10-31,0.26,8.4
ROGERS,2012-11-01,0.21,8.5
ROGERS,2012-11-02,NA,8.9
ROGERS,2012-11-03,NA,7.9
ROGERS,2012-11-04,0.35,7.7
ROGERS,2012-11-05,0.40,8.2
ROGERS,2012-11-06,0.55,8.3
ROGERS,2012-11-07,0.78,9.6
ROGERS,2012-11-08,0.22,8.1
ROGERS,2012-11-09,NA,9.7
ROGERS,2012-11-10,NA,8.2
ROGERS,2012-11-11,NA,9.1
ROGERS,2012-11-12,0.44,9.9
ROGERS,2012-11-13,0.62,10.0
ROGERS,2012-11-14,0.42,9.3
ROGERS,2012-11-15,0.46,9.2
ROGERS,2012-11-16,NA,9.0
ROGERS,2012-11-17,NA,8.8
ROGERS,2012-11-18,0.25,8.6
ROGERS,2012-11-19,0.20,9.7
ROGERS,2012-11-20,0.20,8.8
ROGERS,2012-11-21,0.22,9.3
ROGERS,2012-11-22,NA,8.6
ROGERS,2012-11-23,NA,7.0
ROGERS,2012-11-24,NA,7.6
ROGERS,2012-11-25,0.17,8.6
ROGERS,2012-11-26,0.20,9.3
ROGERS,2012-11-27,0.18,8.7
ROGERS,2012-11-28,0.17,10.0
ROGERS,2012-11-29,0.26,9.4
ROGERS,2012-11-30,NA,9.4
ROGERS,2012-12-01,NA,9.3
ROGERS,2012-12-02,0.18,9.2
ROGERS,2012-12-03,0.16,10.7
ROGERS,2012-12-04,0.15,12.6
ROGERS,2012-12-05,0.20,12.4
ROGERS,2012-12-06,0.27,11.2
ROGERS,2012-12-07,NA,10.1
ROGERS,2012-12-08,NA,10.1
ROGERS,2012-12-09,0.19,9.7
ROGERS,2012-12-10,0.18,9.8
ROGERS,2012-12-11,0.16,9.3
ROGERS,2012-12-12,0.10,10.2
ROGERS,2012-12-13,0.10,10.1
ROGERS,2012-12-14,NA,10.0
ROGERS,2012-12-15,NA,9.8
ROGERS,2012-12-16,0.13,10.1
ROGERS,2012-12-17,0.11,8.6
ROGERS,2012-12-18,0.11,10.1
ROGERS,2012-12-19,0.11,9.9
ROGERS,2012-12-20,0.10,11.2
ROGERS,2012-12-21,NA,9.0
ROGERS,2012-12-22,NA,8.7
ROGERS,2012-12-23,NA,8.5
ROGERS,2012-12-24,NA,7.4
ROGERS,2012-12-25,0.10,7.8
ROGERS,2012-12-26,0.08,8.9
ROGERS,2012-12-27,0.10,9.3
ROGERS,2012-12-28,NA,9.4
ROGERS,2012-12-29,NA,8.1
ROGERS,2012-12-30,0.11,8.8
ROGERS,2012-12-31,NA,11.4
ROGERS,2013-01-01,0.11,11.2
ROGERS,2013-01-02,0.11,10.5
ROGERS,2013-01-03,0.09,10.1
ROGERS,2013-01-04,NA,10.3
ROGERS,2013-01-05,NA,10.7
ROGERS,2013-01-06,0.09,9.6
ROGERS,2013-01-07,0.10,10.0
ROGERS,2013-01-08,0.11,10.7
ROGERS,2013-01-09,0.11,11.1
ROGERS,2013-01-10,0.12,11.1
ROGERS,2013-01-11,NA,10.9
ROGERS,2013-01-12,NA,12.2
ROGERS,2013-01-13,0.11,10.8
ROGERS,2013-01-14,0.21,9.4
ROGERS,2013-01-15,0.38,10.1
ROGERS,2013-01-16,0.13,11.2
ROGERS,2013-01-17,0.12,9.9
ROGERS,2013-01-18,NA,9.8
ROGERS,2013-01-19,NA,9.6
ROGERS,2013-01-20,0.13,9.4
ROGERS,2013-01-21,0.36,9.2
ROGERS,2013-01-22,0.16,10.0
ROGERS,2013-01-23,0.12,9.7
ROGERS,2013-01-24,0.10,10.3
ROGERS,2013-01-25,NA,9.2
ROGERS,2013-01-26,NA,9.0
ROGERS,2013-01-27,0.11,10.5
ROGERS,2013-01-28,0.11,10.2
ROGERS,2013-01-29,0.12,16.4
ROGERS,2013-01-30,0.10,24.9
ROGERS,2013-01-31,0.11,18.6
ROGERS,2013-02-01,NA,14.5
ROGERS,2013-02-02,NA,11.5
ROGERS,2013-02-03,0.13,10.1
ROGERS,2013-02-04,0.12,12.1
ROGERS,2013-02-05,0.10,12.1
ROGERS,2013-02-06,0.10,11.5
ROGERS,2013-02-07,0.11,12.0
ROGERS,2013-02-08,NA,10.1
ROGERS,2013-02-09,NA,12.7
ROGERS,2013-02-10,0.11,12.5
ROGERS,2013-02-11,0.41,12.8
ROGERS,2013-02-12,0.17,12.4
ROGERS,2013-02-13,0.10,12.9
ROGERS,2013-02-14,0.09,12.0
ROGERS,2013-02-15,NA,10.9
ROGERS,2013-02-16,NA,11.0
ROGERS,2013-02-17,NA,10.5
ROGERS,2013-02-18,0.08,11.3
ROGERS,2013-02-19,0.08,11.1
ROGERS,2013-02-20,0.09,11.3
ROGERS,2013-02-21,0.08,12.6
ROGERS,2013-02-22,NA,11.6
ROGERS,2013-02-23,NA,11.2
ROGERS,2013-02-24,0.10,12.3
ROGERS,2013-02-25,0.09,13.4
ROGERS,2013-02-26,0.09,13.5
ROGERS,2013-02-27,0.09,13.9
ROGERS,2013-02-28,0.09,12.5
ROGERS,2013-03-01,NA,11.6
ROGERS,2013-03-02,NA,10.3
ROGERS,2013-03-03,0.10,10.6
ROGERS,2013-03-04,0.12,11.2
ROGERS,2013-03-05,0.12,10.5
ROGERS,2013-03-06,0.11,10.8
ROGERS,2013-03-07,0.12,10.5
ROGERS,2013-03-08,NA,10.6
ROGERS,2013-03-09,NA,12.4
ROGERS,2013-03-10,0.89,15.9
ROGERS,2013-03-11,0.12,18.8
ROGERS,2013-03-12,0.10,18.2
ROGERS,2013-03-13,0.09,17.7
ROGERS,2013-03-14,0.11,18.2
ROGERS,2013-03-15,NA,17.3
ROGERS,2013-03-16,NA,9.9
ROGERS,2013-03-17,0.15,11.5
ROGERS,2013-03-18,0.11,11.5
ROGERS,2013-03-19,0.08,11.1
ROGERS,2013-03-20,0.08,10.1
ROGERS,2013-03-21,0.08,11.7
ROGERS,2013-03-22,NA,13.3
ROGERS,2013-03-23,NA,13.0
ROGERS,2013-03-24,0.08,11.9
ROGERS,2013-03-25,0.16,13.5
ROGERS,2013-03-26,0.08,9.7
ROGERS,2013-03-27,0.07,11.4
ROGERS,2013-03-28,0.07,11.1
ROGERS,2013-03-29,NA,12.1
ROGERS,2013-03-30,NA,13.3
ROGERS,2013-03-31,0.08,13.7
ROGERS,2013-04-01,0.07,13.4
ROGERS,2013-04-02,0.07,14.8
ROGERS,2013-04-03,0.06,14.3
ROGERS,2013-04-04,0.06,13.4
ROGERS,2013-04-05,NA,12.3
ROGERS,2013-04-06,NA,11.2
ROGERS,2013-04-07,0.10,11.5
ROGERS,2013-04-08,0.11,10.7
ROGERS,2013-04-09,0.10,12.0
ROGERS,2013-04-10,0.12,14.3
ROGERS,2013-04-11,0.10,13.4
ROGERS,2013-04-12,NA,12.7
ROGERS,2013-04-13,NA,11.6
ROGERS,2013-04-14,0.18,10.4
ROGERS,2013-04-15,0.23,10.6
ROGERS,2013-04-16,0.15,10.3
ROGERS,2013-04-17,0.12,13.3
ROGERS,2013-04-18,0.39,23.1
ROGERS,2013-04-19,NA,21.8
ROGERS,2013-04-20,NA,19.9
ROGERS,2013-04-21,0.10,18.4
ROGERS,2013-04-22,0.11,13.7
ROGERS,2013-04-23,0.11,12.6
ROGERS,2013-04-24,0.10,11.5
ROGERS,2013-04-25,0.11,11.6
ROGERS,2013-04-26,NA,15.0
ROGERS,2013-04-27,NA,15.8
ROGERS,2013-04-28,0.11,14.4
ROGERS,2013-04-29,0.11,15.4
ROGERS,2013-04-30,0.10,12.9
ROGERS,2013-05-01,0.13,11.9
ROGERS,2013-05-02,0.10,13.5
ROGERS,2013-05-03,NA,15.2
ROGERS,2013-05-04,NA,15.0
ROGERS,2013-05-05,0.09,14.2
ROGERS,2013-05-06,0.11,12.5
ROGERS,2013-05-07,0.11,12.9
ROGERS,2013-05-08,0.10,12.2
ROGERS,2013-05-09,0.11,20.1
ROGERS,2013-05-10,NA,31.6
ROGERS,2013-05-11,NA,25.9
ROGERS,2013-05-12,NA,23.7
ROGERS,2013-05-13,0.41,18.9
ROGERS,2013-05-14,0.65,14.3
ROGERS,2013-05-15,3.36,14.6
ROGERS,2013-05-16,0.11,15.8
ROGERS,2013-05-17,0.12,13.3
ROGERS,2013-05-18,0.12,13.3
ROGERS,2013-05-19,0.18,12.3
ROGERS,2013-05-20,0.22,13.9
ROGERS,2013-05-21,0.15,21.7
ROGERS,2013-05-22,0.14,19.6
ROGERS,2013-05-23,0.19,16.2
ROGERS,2013-05-24,NA,14.6
ROGERS,2013-05-25,NA,12.9
ROGERS,2013-05-26,NA,11.9
ROGERS,2013-05-27,0.64,11.7
ROGERS,2013-05-28,0.47,13.8
ROGERS,2013-05-29,0.37,13.3
ROGERS,2013-05-30,0.68,17.2
ROGERS,2013-05-31,NA,16.4
ROGERS,2013-06-01,NA,17.4
ROGERS,2013-06-02,0.32,13.1
ROGERS,2013-06-03,0.68,14.4
ROGERS,2013-06-04,0.56,13.1
ROGERS,2013-06-05,0.48,15.1
ROGERS,2013-06-06,0.35,13.9
ROGERS,2013-06-07,NA,12.3
ROGERS,2013-06-08,NA,10.6
ROGERS,2013-06-09,0.28,10.1
ROGERS,2013-06-10,0.28,13.0
ROGERS,2013-06-11,0.17,13.0
ROGERS,2013-06-12,0.16,12.4
ROGERS,2013-06-13,0.18,11.9
ROGERS,2013-06-14,NA,11.9
ROGERS,2013-06-15,NA,11.6
ROGERS,2013-06-16,0.12,10.9
ROGERS,2013-06-17,0.13,12.1
ROGERS,2013-06-18,0.15,11.4
ROGERS,2013-06-19,0.18,10.5
ROGERS,2013-06-20,0.20,11.3
ROGERS,2013-06-21,NA,10.4
ROGERS,2013-06-22,NA,10.3
ROGERS,2013-06-23,0.13,10.1
ROGERS,2013-06-24,0.13,10.3
ROGERS,2013-06-25,0.15,11.0
ROGERS,2013-06-26,0.20,11.1
ROGERS,2013-06-27,0.24,11.1
ROGERS,2013-06-28,NA,9.2
ROGERS,2013-06-29,NA,10.0
ROGERS,2013-06-30,0.48,8.5
ROGERS,2013-07-01,0.25,10.7
ROGERS,2013-07-02,0.24,9.6
ROGERS,2013-07-03,NA,9.4
ROGERS,2013-07-04,0.22,9.3
ROGERS,2013-07-05,NA,9.4
ROGERS,2013-07-06,NA,9.9
ROGERS,2013-07-07,0.20,9.9
ROGERS,2013-07-08,0.27,10.5
ROGERS,2013-07-09,0.33,10.1
ROGERS,2013-07-10,0.22,10.6
ROGERS,2013-07-11,0.20,10.6
ROGERS,2013-07-12,NA,8.9
ROGERS,2013-07-13,NA,8.8
ROGERS,2013-07-14,0.29,8.0
ROGERS,2013-07-15,0.32,10.1
ROGERS,2013-07-16,0.38,9.3
ROGERS,2013-07-17,0.43,9.0
ROGERS,2013-07-18,0.50,8.5
ROGERS,2013-07-19,NA,9.1
ROGERS,2013-07-20,NA,8.8
ROGERS,2013-07-21,0.54,9.3
ROGERS,2013-07-22,0.53,12.5
ROGERS,2013-07-23,0.50,12.8
ROGERS,2013-07-24,0.49,14.1
ROGERS,2013-07-25,0.38,11.3
ROGERS,2013-07-26,NA,14.8
ROGERS,2013-07-27,NA,11.5
ROGERS,2013-07-28,0.24,10.8
ROGERS,2013-07-29,0.18,12.9
ROGERS,2013-07-30,0.16,18.6
ROGERS,2013-07-31,0.22,13.6
ROGERS,2013-08-01,0.20,11.7
ROGERS,2013-08-02,NA,11.4
ROGERS,2013-08-03,NA,26.3
ROGERS,2013-08-04,NA,26.2
ROGERS,2013-08-05,0.20,17.3
ROGERS,2013-08-06,0.16,14.8
ROGERS,2013-08-07,1.04,18.5
ROGERS,2013-08-08,2.13,35.6
ROGERS,2013-08-09,NA,27.3
ROGERS,2013-08-10,NA,17.1
ROGERS,2013-08-11,0.26,14.6
ROGERS,2013-08-12,0.20,16.6
ROGERS,2013-08-13,0.17,18.1
ROGERS,2013-08-14,0.30,15.6
ROGERS,2013-08-15,0.23,15.0
ROGERS,2013-08-16,NA,14.8
ROGERS,2013-08-17,NA,14.5
ROGERS,2013-08-18,0.29,12.7
ROGERS,2013-08-19,0.23,12.6
ROGERS,2013-08-20,0.30,12.6
ROGERS,2013-08-21,0.28,12.6
ROGERS,2013-08-22,0.27,12.3
ROGERS,2013-08-23,NA,11.9
ROGERS,2013-08-24,NA,11.9
ROGERS,2013-08-25,0.18,11.6
ROGERS,2013-08-26,0.17,11.4
ROGERS,2013-08-27,0.17,10.8
ROGERS,2013-08-28,0.18,11.1
ROGERS,2013-08-29,0.18,11.1
ROGERS,2013-08-30,NA,10.4
ROGERS,2013-08-31,NA,10.1
ROGERS,2013-09-01,NA,10.4
ROGERS,2013-09-02,0.30,9.9
ROGERS,2013-09-03,0.20,10.2
ROGERS,2013-09-04,0.18,10.5
ROGERS,2013-09-05,0.20,9.9
ROGERS,2013-09-06,NA,9.9
ROGERS,2013-09-07,NA,9.9
ROGERS,2013-09-08,0.21,10.3
ROGERS,2013-09-09,0.18,11.0
ROGERS,2013-09-10,0.17,10.3
ROGERS,2013-09-11,0.18,10.3
ROGERS,2013-09-12,0.24,9.1
ROGERS,2013-09-13,NA,9.1
ROGERS,2013-09-14,NA,9.0
ROGERS,2013-09-15,0.15,9.7
ROGERS,2013-09-16,0.14,9.8
ROGERS,2013-09-17,0.16,11.0
ROGERS,2013-09-18,0.28,11.0
ROGERS,2013-09-19,0.24,12.8
ROGERS,2013-09-20,NA,14.3
ROGERS,2013-09-21,NA,11.0
ROGERS,2013-09-22,0.16,10.6
ROGERS,2013-09-23,0.20,10.5
ROGERS,2013-09-24,0.22,10.1
ROGERS,2013-09-25,0.21,10.7
ROGERS,2013-09-26,0.22,10.1
ROGERS,2013-09-27,NA,14.4
ROGERS,2013-09-28,NA,14.5
ROGERS,2013-09-29,0.16,12.8
ROGERS,2013-09-30,0.18,12.2
ROGERS,2013-10-01,0.22,11.5
ROGERS,2013-10-02,0.21,11.2
ROGERS,2013-10-03,0.22,10.7
ROGERS,2013-10-04,NA,11.4
ROGERS,2013-10-05,NA,17.5
ROGERS,2013-10-06,0.16,14.2
ROGERS,2013-10-07,0.23,12.0
ROGERS,2013-10-08,0.15,11.7
ROGERS,2013-10-09,0.17,11.6
ROGERS,2013-10-10,0.16,12.2
ROGERS,2013-10-11,NA,11.9
ROGERS,2013-10-12,NA,12.5
ROGERS,2013-10-13,0.16,12.0
ROGERS,2013-10-14,0.15,12.8
ROGERS,2013-10-15,0.15,12.7
ROGERS,2013-10-16,0.14,11.8
ROGERS,2013-10-17,0.14,11.2
ROGERS,2013-10-18,NA,11.8
ROGERS,2013-10-19,NA,11.3
ROGERS,2013-10-20,0.13,11.5
ROGERS,2013-10-21,0.16,11.5
ROGERS,2013-10-22,0.16,11.1
ROGERS,2013-10-23,0.18,10.2
ROGERS,2013-10-24,0.15,10.6
ROGERS,2013-10-25,NA,10.1
ROGERS,2013-10-26,NA,10.8
ROGERS,2013-10-27,0.15,10.1
ROGERS,2013-10-28,0.18,10.9
ROGERS,2013-10-29,0.19,11.5
ROGERS,2013-10-30,0.21,19.2
ROGERS,2013-10-31,0.13,19.7
ROGERS,2013-11-01,NA,15.5
ROGERS,2013-11-02,NA,13.1
ROGERS,2013-11-03,0.19,12.6
ROGERS,2013-11-04,0.18,13.1
ROGERS,2013-11-05,0.14,17.3
ROGERS,2013-11-06,0.15,17.9
ROGERS,2013-11-07,0.27,14.0
ROGERS,2013-11-08,NA,13.1
ROGERS,2013-11-09,NA,13.3
ROGERS,2013-11-10,NA,11.6
ROGERS,2013-11-11,0.25,11.9
ROGERS,2013-11-12,0.24,9.8
ROGERS,2013-11-13,0.37,10.4
ROGERS,2013-11-14,0.42,10.5
ROGERS,2013-11-15,NA,11.4
ROGERS,2013-11-16,NA,12.2
ROGERS,2013-11-17,0.16,10.8
ROGERS,2013-11-18,0.16,10.7
ROGERS,2013-11-19,0.16,11.3
ROGERS,2013-11-20,0.17,11.4
ROGERS,2013-11-21,0.14,14.5
ROGERS,2013-11-22,NA,12.1
ROGERS,2013-11-23,NA,11.0
ROGERS,2013-11-24,0.13,11.1
ROGERS,2013-11-25,0.12,11.1
ROGERS,2013-11-26,0.12,10.7
ROGERS,2013-11-27,0.14,9.8
ROGERS,2013-11-28,NA,9.0
ROGERS,2013-11-29,NA,9.0
ROGERS,2013-11-30,NA,9.6
ROGERS,2013-12-01,0.16,10.0
ROGERS,2013-12-02,0.18,10.1
ROGERS,2013-12-03,0.17,9.0
ROGERS,2013-12-04,0.18,7.7
ROGERS,2013-12-05,NA,7.7
ROGERS,2013-12-06,NA,9.0
ROGERS,2013-12-07,NA,9.0
ROGERS,2013-12-08,0.18,8.4
ROGERS,2013-12-09,0.29,9.4
ROGERS,2013-12-10,0.74,9.2
ROGERS,2013-12-11,0.36,9.6
ROGERS,2013-12-12,0.16,9.6
ROGERS,2013-12-13,NA,12.8
ROGERS,2013-12-14,NA,15.1
ROGERS,2013-12-15,0.13,14.7
ROGERS,2013-12-16,0.17,15.3
ROGERS,2013-12-17,0.13,15.4
ROGERS,2013-12-18,0.14,16.8
ROGERS,2013-12-19,0.20,16.0
ROGERS,2013-12-20,NA,14.4
ROGERS,2013-12-21,NA,21.1
ROGERS,2013-12-22,0.14,18.8
ROGERS,2013-12-23,0.32,18.8
ROGERS,2013-12-24,0.31,14.5
ROGERS,2013-12-25,0.16,11.7
ROGERS,2013-12-26,0.14,11.0
ROGERS,2013-12-27,NA,11.8
ROGERS,2013-12-28,NA,10.8
ROGERS,2013-12-29,0.18,10.6
ROGERS,2013-12-30,0.16,10.5
ROGERS,2013-12-31,NA,9.7
ROGERS,2014-01-01,0.19,10.1
ROGERS,2014-01-02,0.25,9.5
ROGERS,2014-01-03,NA,10.0
ROGERS,2014-01-04,NA,10.6
ROGERS,2014-01-05,0.20,10.5
ROGERS,2014-01-06,0.17,9.8
ROGERS,2014-01-07,0.21,10.4
ROGERS,2014-01-08,0.18,11.2
ROGERS,2014-01-09,0.19,12.0
ROGERS,2014-01-10,NA,17.6
ROGERS,2014-01-11,NA,16.6
ROGERS,2014-01-12,0.16,17.0
ROGERS,2014-01-13,0.18,16.2
ROGERS,2014-01-14,0.18,14.4
ROGERS,2014-01-15,0.17,12.5
ROGERS,2014-01-16,0.19,12.5
ROGERS,2014-01-17,NA,11.4
ROGERS,2014-01-18,NA,11.7
ROGERS,2014-01-19,0.21,11.7
ROGERS,2014-01-20,0.23,11.1
ROGERS,2014-01-21,0.21,9.8
ROGERS,2014-01-22,0.21,10.2
ROGERS,2014-01-23,0.21,10.9
ROGERS,2014-01-24,NA,10.1
ROGERS,2014-01-25,NA,9.6
ROGERS,2014-01-26,0.28,10.3
ROGERS,2014-01-27,0.34,10.6
ROGERS,2014-01-28,0.25,9.0
ROGERS,2014-01-29,0.25,9.7
ROGERS,2014-01-30,0.26,10.0
ROGERS,2014-01-31,NA,9.9
ROGERS,2014-02-01,NA,10.4
ROGERS,2014-02-02,0.31,9.3
ROGERS,2014-02-03,0.26,11.2
ROGERS,2014-02-04,0.24,10.7
ROGERS,2014-02-05,0.22,9.7
ROGERS,2014-02-06,0.20,9.3
ROGERS,2014-02-07,NA,9.3
ROGERS,2014-02-08,NA,9.5
ROGERS,2014-02-09,0.19,9.9
ROGERS,2014-02-10,0.18,9.9
ROGERS,2014-02-11,0.17,9.9
ROGERS,2014-02-12,0.17,10.2
ROGERS,2014-02-13,0.25,10.8
ROGERS,2014-02-14,NA,11.1
ROGERS,2014-02-15,NA,10.8
ROGERS,2014-02-16,NA,11.4
ROGERS,2014-02-17,0.21,11.0
ROGERS,2014-02-18,0.21,10.0
ROGERS,2014-02-19,0.22,9.9
ROGERS,2014-02-20,0.21,9.6
ROGERS,2014-02-21,NA,9.2
ROGERS,2014-02-22,NA,9.4
ROGERS,2014-02-23,NA,9.6
ROGERS,2014-02-24,0.65,10.4
ROGERS,2014-02-25,0.31,10.8
ROGERS,2014-02-26,0.20,10.4
ROGERS,2014-02-27,0.20,10.5
ROGERS,2014-02-28,NA,11.1
ROGERS,2014-03-01,NA,10.7
ROGERS,2014-03-02,0.17,10.8
ROGERS,2014-03-03,NA,10.1
ROGERS,2014-03-04,0.16,11.1
ROGERS,2014-03-05,0.11,11.4
ROGERS,2014-03-06,0.10,13.0
ROGERS,2014-03-07,NA,12.1
ROGERS,2014-03-08,NA,11.1
ROGERS,2014-03-09,0.16,10.5
ROGERS,2014-03-10,0.15,11.1
ROGERS,2014-03-11,0.23,9.9
ROGERS,2014-03-12,0.14,10.3
ROGERS,2014-03-13,0.15,10.8
ROGERS,2014-03-14,NA,9.9
ROGERS,2014-03-15,NA,12.7
ROGERS,2014-03-16,0.16,18.7
ROGERS,2014-03-17,0.14,20.3
ROGERS,2014-03-18,0.16,21.2
ROGERS,2014-03-19,0.17,20.8
ROGERS,2014-03-20,0.20,18.8
ROGERS,2014-03-21,NA,13.2
ROGERS,2014-03-22,NA,12.4
ROGERS,2014-03-23,0.22,11.2
ROGERS,2014-03-24,0.21,11.6
ROGERS,2014-03-25,0.14,10.9
ROGERS,2014-03-26,0.12,12.0
ROGERS,2014-03-27,0.12,11.6
ROGERS,2014-03-28,NA,12.0
ROGERS,2014-03-29,NA,9.6
ROGERS,2014-03-30,0.14,12.7
ROGERS,2014-03-31,0.14,12.0
ROGERS,2014-04-01,0.15,11.3
ROGERS,2014-04-02,0.16,11.0
ROGERS,2014-04-03,0.17,12.4
ROGERS,2014-04-04,NA,11.7
ROGERS,2014-04-05,NA,11.1
ROGERS,2014-04-06,0.21,11.6
ROGERS,2014-04-07,0.20,14.6
ROGERS,2014-04-08,0.22,12.0
ROGERS,2014-04-09,0.22,12.0
ROGERS,2014-04-10,0.23,11.3
ROGERS,2014-04-11,NA,10.1
ROGERS,2014-04-12,NA,9.6
ROGERS,2014-04-13,0.25,11.1
ROGERS,2014-04-14,0.23,11.7
ROGERS,2014-04-15,0.19,10.8
ROGERS,2014-04-16,0.19,10.1
ROGERS,2014-04-17,0.18,10.7
ROGERS,2014-04-18,NA,9.7
ROGERS,2014-04-19,NA,9.6
ROGERS,2014-04-20,0.20,10.2
ROGERS,2014-04-21,0.19,11.3
ROGERS,2014-04-22,0.15,10.0
ROGERS,2014-04-23,0.12,10.1
ROGERS,2014-04-24,0.14,11.0
ROGERS,2014-04-25,NA,9.7
ROGERS,2014-04-26,NA,9.9
ROGERS,2014-04-27,0.19,9.7
ROGERS,2014-04-28,0.19,9.8
ROGERS,2014-04-29,0.17,9.6
ROGERS,2014-04-30,0.14,9.4
